id,input_path,crop_path,x,y,w,h,ocr_text,ocr_conf,method
11201700,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201700_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201700_2_label.jpg,38,236,74,142,WIISKY,0.6771008328561811,ocr_union
11201700,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201700_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201700_1_label.jpg,161,131,288,402,WHISKY,0.9993922051269915,ocr_union
11201703,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201703_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201703_2_label.jpg,43,197,75,155,537,0.3967265214845407,ocr_union
11201703,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201703_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201703_1_label.jpg,143,69,333,343,KING,0.9999951124191284,ocr_union
11201707,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201707_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201707_2_label.jpg,23,285,62,44,SoLIST,0.40686075076652994,ocr_union
11201707,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201707_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201707_1_label.jpg,199,122,260,327,LAN,0.9975693412764853,ocr_union
11201709,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201709_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201709_2_label.jpg,21,287,60,42,FINO,0.9826481342315674,ocr_union
11201709,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201709_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201709_1_label.jpg,130,336,304,170,LAN,0.997667317505554,ocr_union
11201710,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201710_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201710_2_label.jpg,43,243,72,42,LAN,0.9990143460716034,ocr_union
11201710,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201710_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201710_1_label.jpg,143,153,301,303,LAN,0.9994604587554932,ocr_union
11201711,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201711_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201711_2_label.jpg,21,287,62,42,SOLST,0.7956680495435302,ocr_union
11201711,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201711_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201711_1_label.jpg,118,143,299,319,LAN,0.999456573516547,ocr_union
11201715,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201715_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201715_2_label.jpg,21,287,62,42,SOLST,0.7161705134748892,ocr_union
11201715,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201715_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201715_1_label.jpg,141,147,156,318,WHISKY,0.9445979241849232,ocr_union
11201716,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201716_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201716_2_label.jpg,0,0,158,435,,,default
11201716,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201716_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201716_1_label.jpg,157,137,303,339,WHISKY,0.999836037894082,ocr_union
11201717,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201717_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201717_2_label.jpg,0,0,158,435,,,default
11201717,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201717_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201717_1_label.jpg,139,145,312,320,LAN,0.9955963305680859,ocr_union
11201720,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201720_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201720_2_label.jpg,0,0,158,435,,,default
11201720,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201720_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201720_1_label.jpg,144,139,302,261,LAN,0.997528265951621,ocr_union
11201721,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201721_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201721_2_label.jpg,0,0,158,435,,,default
11201721,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11201721_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11201721_1_label.jpg,213,183,261,235,LAN,0.9996987567986614,ocr_union
10702851,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702851_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702851_2_label.jpg,0,0,158,435,,,default
10702851,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702851_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702851_1_label.jpg,270,114,146,98,LAKES,0.9797274830007477,ocr_union
10702852,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702852_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702852_2_label.jpg,0,0,158,435,,,default
10702852,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702852_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702852_1_label.jpg,120,156,360,429,,,fallback
10702853,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702853_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702853_2_label.jpg,47,155,66,44,LKS,0.5835184692538798,ocr_union
10702853,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702853_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702853_1_label.jpg,263,116,150,103,LAKES,0.9923663970873219,ocr_union
10702854,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702854_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702854_2_label.jpg,46,159,65,42,LKES,0.6731085181236267,ocr_union
10702854,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702854_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702854_1_label.jpg,124,105,305,416,LAKES,0.9891831816143398,ocr_union
30200821,/Users/mainframe/Workspace/ML/WV-Team/data/photos/30200821_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/30200821_2_label.jpg,68,268,146,100,1792,0.9322794079780579,ocr_union
30200821,/Users/mainframe/Workspace/ML/WV-Team/data/photos/30200821_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/30200821_1_label.jpg,178,263,242,187,1792,0.9534270763397217,ocr_union
10702858,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702858_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702858_2_label.jpg,47,162,63,36,IAKES,0.47425409896041754,ocr_union
10702858,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702858_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702858_1_label.jpg,130,118,311,334,LAKES,0.8906418098451356,ocr_union
10702859,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702859_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702859_2_label.jpg,48,164,62,34,LAKES,0.8940680221574444,ocr_union
10702859,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702859_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702859_1_label.jpg,138,118,146,98,LKES,0.9556336322137172,ocr_union
10702860,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702860_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702860_2_label.jpg,46,166,64,172,NQ7,0.9181634521679498,ocr_union
10702860,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10702860_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10702860_1_label.jpg,130,120,156,334,LAKES,0.9991499505774893,ocr_union
60500469,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500469_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500469_2_label.jpg,9,283,140,85,REDBREAST,0.9860541376068731,ocr_union
60500469,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500469_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500469_1_label.jpg,68,134,431,357,REDBREAST,0.9999387652241667,ocr_union
60500470,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500470_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500470_2_label.jpg,9,277,140,44,REDBREAST,0.9999354669967848,ocr_union
60500470,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500470_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500470_1_label.jpg,72,140,389,320,REDBREAST,0.9984231915051595,ocr_union
20401609,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20401609_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20401609_2_label.jpg,17,239,126,50,AMAHAGAN,0.7622627409452458,ocr_union
20401609,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20401609_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20401609_1_label.jpg,141,107,328,430,2016,0.999951958656311,ocr_union
60500464,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500464_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500464_2_label.jpg,14,177,131,55,FERCULLEN,0.985955800856839,ocr_union
60500464,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500464_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500464_1_label.jpg,131,104,345,248,FERCULLEN,0.9984970404604083,ocr_union
61300740,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61300740_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61300740_2_label.jpg,13,251,134,46,STARWARD,0.9941430733641606,ocr_union
61300740,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61300740_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61300740_1_label.jpg,184,318,214,124,STARWARD,0.6376236607012608,ocr_union
11302954,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302954_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302954_2_label.jpg,17,309,128,77,OVA,0.9959426702674176,ocr_union
11302954,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302954_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302954_1_label.jpg,35,0,367,527,NEW,0.9998927017927223,ocr_union
11302955,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302955_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302955_2_label.jpg,7,267,148,111,OCTAVE,0.9815939989356058,ocr_union
11302955,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302955_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302955_1_label.jpg,187,335,226,160,BARRELS,0.9954433727852225,ocr_union
11302956,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302956_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302956_2_label.jpg,9,286,143,70,PEATED,0.9968677112103673,ocr_union
11302956,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302956_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302956_1_label.jpg,191,359,222,134,STA RWARI,0.8523692687345288,ocr_union
11302957,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302957_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302957_2_label.jpg,15,211,128,55,STARWARD,0.9729962464401885,ocr_union
11302957,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302957_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302957_1_label.jpg,200,265,200,102,STARWARD,0.9972745099105933,ocr_union
11302958,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302958_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302958_2_label.jpg,17,311,128,71,STARWARD,0.9924164323069685,ocr_union
11302958,/Users/mainframe/Workspace/ML/WV-Team/data/photos/11302958_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/11302958_1_label.jpg,198,386,204,135,STARWARD,0.994408639174271,ocr_union
52400743,/Users/mainframe/Workspace/ML/WV-Team/data/photos/52400743_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/52400743_2_label.jpg,23,183,115,190,CLAS Co,0.8910362010778945,ocr_union
52400743,/Users/mainframe/Workspace/ML/WV-Team/data/photos/52400743_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/52400743_1_label.jpg,206,220,183,278,STAUNING,0.9995809818129474,ocr_union
52400744,/Users/mainframe/Workspace/ML/WV-Team/data/photos/52400744_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/52400744_2_label.jpg,22,170,112,220,STAUNING,0.9997317625536882,ocr_union
52400744,/Users/mainframe/Workspace/ML/WV-Team/data/photos/52400744_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/52400744_1_label.jpg,208,220,184,309,STAUNING,0.9991737486635148,ocr_union
22401215,/Users/mainframe/Workspace/ML/WV-Team/data/photos/22401215_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/22401215_2_label.jpg,21,169,114,224,STAUNING,0.9999631633733685,ocr_union
22401215,/Users/mainframe/Workspace/ML/WV-Team/data/photos/22401215_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/22401215_1_label.jpg,206,222,184,310,STAUNING,0.9999013717491887,ocr_union
12401742,/Users/mainframe/Workspace/ML/WV-Team/data/photos/12401742_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/12401742_2_label.jpg,20,168,122,222,STAUNING,0.9998726804261053,ocr_union
12401742,/Users/mainframe/Workspace/ML/WV-Team/data/photos/12401742_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/12401742_1_label.jpg,205,219,195,312,STAUNING,0.9999477794899129,ocr_union
60500472,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500472_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500472_2_label.jpg,17,206,123,138,TEELING,0.9869279155012731,ocr_union
60500472,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500472_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500472_1_label.jpg,106,117,374,365,TEELING,0.9993731954153141,ocr_union
60500473,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500473_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500473_2_label.jpg,21,208,115,136,TEELING,0.9996369554681632,ocr_union
60500473,/Users/mainframe/Workspace/ML/WV-Team/data/photos/60500473_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/60500473_1_label.jpg,112,111,357,368,TEELING,0.9987114206005463,ocr_union
20501589,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20501589_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20501589_2_label.jpg,20,208,122,138,TEELING,0.9908079751280215,ocr_union
20501589,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20501589_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20501589_1_label.jpg,196,258,206,232,TEELING,0.8418821408612305,ocr_union
10502827,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502827_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502827_2_label.jpg,0,124,158,311,,,fallback
10502827,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502827_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502827_1_label.jpg,126,113,368,222,TEELING,0.7415937553120178,ocr_union
10502828,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502828_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502828_2_label.jpg,0,124,158,311,,,fallback
10502828,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502828_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502828_1_label.jpg,275,110,215,106,TBELING,0.9011069441923957,ocr_union
10502829,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502829_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502829_2_label.jpg,70,228,144,138,TEELING,0.9968766583451918,ocr_union
10502829,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502829_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502829_1_label.jpg,130,125,388,327,TEELING,0.9991147761905178,ocr_union
10502830,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502830_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502830_2_label.jpg,21,206,121,138,TEELING,0.9999253849140366,ocr_union
10502830,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502830_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502830_1_label.jpg,111,117,352,366,IRISH WHISKEY,0.9119777188242122,ocr_union
10502831,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502831_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502831_2_label.jpg,0,0,158,435,,,default
10502831,/Users/mainframe/Workspace/ML/WV-Team/data/photos/10502831_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/10502831_1_label.jpg,159,119,242,378,TEELING,0.9997025652765786,ocr_union
12502874,/Users/mainframe/Workspace/ML/WV-Team/data/photos/12502874_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/12502874_2_label.jpg,27,291,104,38,ELEMENTS,0.8218020372663778,ocr_union
12502874,/Users/mainframe/Workspace/ML/WV-Team/data/photos/12502874_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/12502874_1_label.jpg,141,236,315,214,ELEMENTS,0.9999306252905636,ocr_union
61000403,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000403_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000403_2_label.jpg,0,0,158,435,,,default
61000403,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000403_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000403_1_label.jpg,186,236,228,120,MANDRT,0.5680329212715669,ocr_union
61000404,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000404_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000404_2_label.jpg,10,190,136,60,MANGO,0.7088996974469552,ocr_union
61000404,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000404_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000404_1_label.jpg,200,228,200,120,MANCA,0.6967562444989324,ocr_union
61000405,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000405_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000405_2_label.jpg,6,146,150,208,ABSOLUI,0.9412670684815703,ocr_union
61000405,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000405_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000405_1_label.jpg,174,190,252,297,ABSOLUL,0.8765506702066043,ocr_union
61000406,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000406_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000406_2_label.jpg,6,150,148,90,PEACH,0.9460177575400107,ocr_union
61000406,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000406_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000406_1_label.jpg,186,192,228,299,PEACH,0.9409177425070305,ocr_union
61000407,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000407_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000407_2_label.jpg,0,124,158,311,,,fallback
61000407,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000407_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000407_1_label.jpg,183,212,149,114,(Ceuntey =,0.6622137196912194,ocr_union
61000408,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000408_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000408_2_label.jpg,11,144,139,86,VODKA,0.9918677112932169,ocr_union
61000408,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000408_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000408_1_label.jpg,188,206,230,222,ABSOLUT,0.9967956984612604,ocr_union
61000409,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000409_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000409_2_label.jpg,0,160,158,88,RASPBERRI,0.9777089519059559,ocr_union
61000409,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000409_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000409_1_label.jpg,176,190,246,297,38 % ALC,0.8660553708506183,ocr_union
61000410,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000410_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000410_2_label.jpg,14,176,128,54,VANIIA,0.36033249948417967,ocr_union
61000410,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000410_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000410_1_label.jpg,201,233,176,114,VANIL,0.9984308287020757,ocr_union
61000411,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000411_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000411_2_label.jpg,14,149,135,86,ABSOLUT,0.984303358524814,ocr_union
61000411,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000411_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000411_1_label.jpg,184,204,228,158,ABSOLUT,0.9955243723280515,ocr_union
61000412,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000412_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000412_2_label.jpg,18,198,128,78,VODKA,0.9648424477322557,ocr_union
61000412,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000412_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000412_1_label.jpg,199,201,206,198,ABSOLUT,0.9873564812137431,ocr_union
61000413,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000413_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000413_2_label.jpg,34,276,120,78,38 % ALC,0.9340804065058302,ocr_union
61000413,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000413_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000413_2_label.jpg,0,0,158,435,,,default
61000414,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000414_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000414_2_label.jpg,28,176,106,54,APPLE,0.392322938002777,ocr_union
61000414,/Users/mainframe/Workspace/ML/WV-Team/data/photos/61000414_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/61000414_2_label.jpg,0,0,158,435,,,default
30200881,/Users/mainframe/Workspace/ML/WV-Team/data/photos/30200881_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/30200881_2_label.jpg,19,194,118,188,ELJAH,0.9932016376597425,ocr_union
30200881,/Users/mainframe/Workspace/ML/WV-Team/data/photos/30200881_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/30200881_1_label.jpg,197,218,205,295,BARREL PROOF,0.9909845159894425,ocr_union
50200749,/Users/mainframe/Workspace/ML/WV-Team/data/photos/50200749_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/50200749_2_label.jpg,8,240,144,103,RYE,0.9996391565461665,ocr_union
50200749,/Users/mainframe/Workspace/ML/WV-Team/data/photos/50200749_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/50200749_1_label.jpg,184,295,232,179,1776,0.9882093667984009,ocr_union
20401619,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20401619_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20401619_2_label.jpg,28,258,66,32,HIBIKI,0.8360007931341881,ocr_union
20401619,/Users/mainframe/Workspace/ML/WV-Team/data/photos/20401619_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/20401619_1_label.jpg,111,158,318,227,HIBIKI,0.9993807181333523,ocr_union
62000627,/Users/mainframe/Workspace/ML/WV-Team/data/photos/62000627_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/62000627_2_label.jpg,26,204,112,61,BACARDi,0.4689279477348232,ocr_union
62000627,/Users/mainframe/Workspace/ML/WV-Team/data/photos/62000627_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/62000627_1_label.jpg,212,262,176,140,APPLE,0.9998776480420656,ocr_union
62000628,/Users/mainframe/Workspace/ML/WV-Team/data/photos/62000628_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/62000628_2_label.jpg,25,197,114,50,BACARDi,0.8390558129699911,ocr_union
62000628,/Users/mainframe/Workspace/ML/WV-Team/data/photos/62000628_1.webp,/Users/mainframe/Workspace/ML/WV-Team/data/crops/62000628_1_label.jpg,209,248,186,110,BACARDi,0.8812893152007013,ocr_union
62000629,/Users/mainframe/Workspace/ML/WV-Team/data/photos/62000629_2.png,/Users/mainframe/Workspace/ML/WV-Team/data/crops/62000629_2_label.jpg,25,197,114,50,BACARDi,0.8390558129699911,ocr_union
